,nb_ba,nb_std,dt_ba,dt_std,rf_ba,rf_std,knn_ba,knn_std,lr_ba,lr_std,svm_ba,svm_std,mlp_ba,mlp_std,xgb_ba,xgb_std,scaler,sampler,tomeklinks
0,0.3325144420796594,0.0016377825073477183,0.3495714475224087,0.026388900916432482,0.38434481877124665,0.030253892273925363,0.37595238989878704,0.023389908364842244,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.37596640389694774,0.018753466254437492,no_scaler,no_tomeklinks,no_sampler
1,0.29863914866583563,0.03888985286043214,0.3271683452293055,0.0328852133223092,0.3823525692681925,0.027757733686383585,0.3303072895345343,0.05136080344813429,0.3333333333333333,0.0,0.2973151973182443,0.02243067910836776,0.3333333333333333,0.0,0.35594409384157544,0.02610146357175328,no_scaler,no_tomeklinks,rus
2,0.29802817038659646,0.049890094671498866,0.3326302465129188,0.03423636355561969,0.377238282156948,0.027330581198249323,0.3909117727381196,0.033762657736896205,0.3333333333333333,0.0,0.3175437791391231,0.05819085509846442,0.3333333333333333,0.0,0.3718362195225177,0.02585524390224061,no_scaler,no_tomeklinks,ros
3,0.2625126005585628,0.03246774998636226,0.3232693109625184,0.04693990251593782,0.3922763607240112,0.03701422555356608,0.377538267828736,0.041164295873716734,0.3333333333333333,0.0,0.28805168519153546,0.02460986363324596,0.3333333333333333,0.0,0.36673906164562314,0.023962304181980296,no_scaler,no_tomeklinks,smote
4,0.2625126005585628,0.03246774998636226,0.3232693109625184,0.04693990251593782,0.3922763607240112,0.03701422555356608,0.377538267828736,0.041164295873716734,0.3333333333333333,0.0,0.28805168519153546,0.02460986363324596,0.3333333333333333,0.0,0.36673906164562314,0.023962304181980296,no_scaler,no_tomeklinks,smote05
5,0.2718189214771695,0.05705327365253214,0.35208513024071836,0.02411266680656019,0.3762941406544341,0.032661473357051156,0.36566219036436787,0.047144508028030975,0.3333333333333333,0.0,0.296525680545657,0.04268805252021227,0.3333333333333333,0.0,0.36396577524045026,0.03218942922971648,no_scaler,no_tomeklinks,smote10
6,0.30679597520040114,0.05987964135125061,0.35872615100615357,0.024966785798453756,0.3739866884620089,0.03342497763701,0.3622222525518035,0.03785431968007935,0.3333333333333333,0.0,0.3016392534202979,0.04165663378304436,0.3333333333333333,0.0,0.3809596781822172,0.01243488481401951,no_scaler,no_tomeklinks,smote25
7,0.3113200971888791,0.06346973088908354,0.3033041765130033,0.08589780677309858,0.3400862524789835,0.05762781977861746,0.3644751227052906,0.044323210316798464,0.3333333333333333,0.0,0.3251546140181776,0.05208431074889607,0.3333333333333333,0.0,0.30499182848581685,0.06633462767786616,no_scaler,no_tomeklinks,nearmissv1
8,0.29049090890529716,0.10511277186945464,0.2928895998086843,0.06720130743220713,0.3329519754628518,0.08349995081251378,0.33332292494581445,0.05960900879209713,0.3333333333333333,0.0,0.29763857400539523,0.07271098107562922,0.3333333333333333,0.0,0.3126939116315834,0.06447851379305469,no_scaler,no_tomeklinks,nearmissv1_05
9,0.33613385698315307,0.07638498415462376,0.35184155019179214,0.04044753763208429,0.32530835699286087,0.082367478261436,0.3398274792865002,0.05180352591272115,0.3333333333333333,0.0,0.3454769048146519,0.05231244233891834,0.3333333333333333,0.0,0.34403791054959226,0.05377601380959551,no_scaler,no_tomeklinks,nearmissv1_10
10,0.29890615430525536,0.04794373369711757,0.31751873299945854,0.04027778174482031,0.32628186624305855,0.08988987059453864,0.31658095703610134,0.0715743480768165,0.3333333333333333,0.0,0.35093667731766004,0.041575077808041545,0.3333333333333333,0.0,0.3281902698832183,0.03929561332200288,no_scaler,no_tomeklinks,nearmissv1_25
11,0.3322971854344397,0.020250100832186313,0.3244051896277596,0.02338011542544741,0.3497665740569513,0.07181731063573644,0.3513391278968475,0.029242553707174504,0.3333333333333333,0.0,0.35002858826770655,0.05303090828831968,0.3333333333333333,0.0,0.32104187014743707,0.051413536704843554,no_scaler,no_tomeklinks,nearmissv2
12,0.3258598826340213,0.029404252625110344,0.341152816004636,0.03200344291047413,0.3645367653398166,0.07016705601676397,0.35288911995139516,0.035507311770434105,0.3333333333333333,0.0,0.3649388561248287,0.06125543311719844,0.3333333333333333,0.0,0.3263833223224747,0.05116696565527198,no_scaler,no_tomeklinks,nearmissv2_05
13,0.3397731656891657,0.034240117905742606,0.3471365951589954,0.030363484999566658,0.3716864112040385,0.04109843228471734,0.3662902966570856,0.030289779664002436,0.3333333333333333,0.0,0.35282727523428653,0.06496357238180392,0.3333333333333333,0.0,0.34505523575101765,0.032694222054533324,no_scaler,no_tomeklinks,nearmissv2_10
14,0.3432136030686641,0.022189990627166988,0.34656632850445057,0.020880269092144257,0.3646160779492218,0.02481215025579318,0.3633474270913301,0.029869773473416794,0.3333333333333333,0.0,0.31896848841296765,0.032936414240477455,0.3333333333333333,0.0,0.33960128865835054,0.020960475604082516,no_scaler,no_tomeklinks,nearmissv2_25
15,0.3656860613750811,0.057439671969474144,0.31079035674004285,0.06896508829888884,0.3647048160664791,0.08783242838231384,0.36256758089495117,0.05600644322543925,0.3333333333333333,0.0,0.3558862804356299,0.0571067683939285,0.3333333333333333,0.0,0.33560947200842506,0.0657177600341366,no_scaler,no_tomeklinks,nearmissv3
16,0.3599091488983416,0.05890029410568948,0.3323048966557401,0.05201560308314369,0.40423718510246054,0.029208345155252384,0.33772025586373383,0.07511344226839714,0.3333333333333333,0.0,0.355816375050238,0.06976647911180177,0.3333333333333333,0.0,0.3432272045928294,0.06776823817428478,no_scaler,no_tomeklinks,nearmissv3_05
17,0.3568378996331596,0.07359697984757625,0.37555869063663583,0.05908056381336402,0.3736605030914067,0.07655615717831198,0.3365188882527776,0.061077343559780096,0.3333333333333333,0.0,0.3518724353252455,0.06338111134771823,0.3333333333333333,0.0,0.3630517492114453,0.08462169475925943,no_scaler,no_tomeklinks,nearmissv3_10
18,0.3560829850244532,0.07667303469580676,0.33349749945212354,0.051810750689833415,0.36790006913731665,0.03924405095727234,0.3201669224671548,0.03477653584395868,0.3333333333333333,0.0,0.3396692379231861,0.07492748293530173,0.3333333333333333,0.0,0.3284050463962431,0.03462067849407362,no_scaler,no_tomeklinks,nearmissv3_25
19,0.3325144420796594,0.0016377825073477183,0.3622337327773586,0.029451735447049376,0.3735865106553534,0.02181409142895499,0.3727240393020154,0.02400811372333788,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3793949848120481,0.0256727701705294,no_scaler,tomeklinks,no_sampler
20,0.32921313591374785,0.048254097880616444,0.3345322482747894,0.05550106472390201,0.39622212130667367,0.037644827898369974,0.3431056763499583,0.08400969594976905,0.3333333333333333,0.0,0.3068636161290944,0.02656431439523943,0.3333333333333333,0.0,0.3769946845287907,0.03835041941458065,no_scaler,tomeklinks,rus
21,0.2969913169563673,0.04780098295600624,0.3453358933551923,0.0216036621765715,0.3758743422240738,0.027134881410997905,0.3702991036770795,0.04075091468815109,0.3333333333333333,0.0,0.30156650183757366,0.046165507463500365,0.3333333333333333,0.0,0.3622892672111311,0.027544542233040984,no_scaler,tomeklinks,ros
22,0.25683055355766415,0.03012468629093363,0.3540749030609576,0.03337809534224692,0.3993086282834556,0.02486079938294042,0.3563812050033569,0.023293962857958365,0.3333333333333333,0.0,0.28302517226925766,0.020007275951502056,0.3333333333333333,0.0,0.3537499388238202,0.03007222554574057,no_scaler,tomeklinks,smote
23,0.25683055355766415,0.03012468629093363,0.3540749030609576,0.03337809534224692,0.3993086282834556,0.02486079938294042,0.3563812050033569,0.023293962857958365,0.3333333333333333,0.0,0.28302517226925766,0.020007275951502056,0.3333333333333333,0.0,0.3537499388238202,0.03007222554574057,no_scaler,tomeklinks,smote05
24,0.29783673875493505,0.04636781725816677,0.36382427069429557,0.03849970178509899,0.39582498017406187,0.035977765190262426,0.3779328152797957,0.04716939147767343,0.3333333333333333,0.0,0.3129339738970113,0.04152814828782778,0.3333333333333333,0.0,0.3537733417517455,0.020237493462806705,no_scaler,tomeklinks,smote10
